avg_rating_delta,w_win_rate,b_win_rate,n_games_played,avg_white_rating,avg_black_rating,cluster
19.846153846153847,61.53846153846154,38.46153846153846,13,1591.2307692307693,1635.2307692307693,1
103.36363636363636,54.54545454545455,45.45454545454545,11,1234.1818181818182,1416.090909090909,1
-2.727272727272727,72.72727272727273,27.272727272727277,11,1537.7272727272727,1514.6363636363635,1
20.88888888888889,61.11111111111112,38.888888888888886,36,1544.5555555555557,1476.0555555555557,1
61.16216216216216,62.16216216216216,37.83783783783784,37,1557.2972972972973,1506.4054054054054,1
20.85,60.0,40.0,20,1549.9,1546.45,1
97.0,60.0,40.0,10,1534.9,1545.5,1
60.75862068965517,58.62068965517241,41.37931034482759,29,1606.7586206896551,1576.4137931034484,1
127.91428571428573,60.0,40.0,35,1485.857142857143,1463.0285714285717,1
30.11764705882353,61.76470588235294,38.23529411764706,34,1557.9117647058824,1531.1470588235295,1
109.58823529411764,50.0,50.0,34,1509.7058823529412,1510.1176470588234,1
67.72727272727273,63.63636363636363,36.36363636363637,11,1357.7272727272727,1292.909090909091,1
48.5,61.11111111111112,38.888888888888886,36,1572.75,1538.361111111111,1
130.21428571428572,50.0,50.0,14,1428.7857142857142,1493.571428571429,1
17.846153846153847,61.53846153846154,38.46153846153846,13,1594.076923076923,1531.4615384615386,1
38.18,54.0,46.0,50,1488.02,1533.04,1
125.16666666666669,50.0,50.0,12,1515.9166666666667,1409.0833333333333,1
79.86666666666666,53.333333333333336,46.66666666666666,15,1525.4,1483.2666666666669,1
59.41666666666666,54.16666666666666,45.833333333333336,24,1558.25,1563.1666666666667,1
32.13636363636363,50.0,50.0,44,1424.2272727272727,1408.5,1
52.0,62.06896551724138,37.93103448275862,29,1404.1379310344828,1417.9310344827586,1
101.6,57.77777777777778,42.22222222222222,45,1380.5777777777778,1346.4,1
19.25,58.333333333333336,41.66666666666666,12,1525.3333333333333,1533.4166666666667,1
-12.2,50.0,50.0,10,1619.1,1499.9,1
50.21739130434783,56.52173913043478,43.47826086956522,23,1480.391304347826,1470.608695652174,1
65.6923076923077,53.84615384615385,46.15384615384615,26,1439.6923076923076,1413.2307692307693,1
69.2,50.0,50.0,10,1565.3,1560.1,1
67.56896551724138,56.89655172413793,43.10344827586207,58,1362.9137931034484,1309.7241379310344,1
52.285714285714285,57.142857142857146,42.85714285714285,14,1429.857142857143,1348.857142857143,1
90.0,62.85714285714285,37.142857142857146,35,1599.4,1543.1714285714286,1
81.43478260869566,65.21739130434783,34.78260869565217,23,1614.391304347826,1566.695652173913,1
76.14084507042253,63.38028169014085,36.61971830985915,71,1481.7042253521126,1435.901408450704,1
84.91836734693878,57.142857142857146,42.85714285714285,49,1494.8367346938776,1505.6326530612246,1
-2.1343283582089554,50.74626865671642,49.25373134328358,67,1425.1194029850749,1467.2238805970148,1
16.63157894736842,57.89473684210526,42.10526315789474,19,1606.4736842105262,1575.3157894736842,1
-22.2,50.0,50.0,10,1578.6,1584.8,1
33.53125,56.25,43.75,64,1499.875,1526.5625,1
60.53846153846154,61.53846153846154,38.46153846153846,13,1359.0,1370.3076923076924,1
38.36666666666667,63.333333333333336,36.66666666666666,30,1511.2,1559.6333333333334,1
54.42105263157895,57.89473684210526,42.10526315789474,19,1431.421052631579,1425.9473684210527,1
15.678571428571429,50.0,50.0,28,1493.821428571429,1529.2142857142858,1
55.46875,50.0,50.0,32,1574.53125,1568.3125,1
80.05555555555556,61.11111111111112,38.888888888888886,36,1493.4166666666667,1421.138888888889,1
14.128205128205128,53.84615384615385,46.15384615384615,39,1413.6153846153843,1439.4358974358977,1
11.0,70.0,30.0,10,1377.3,1446.1,1
86.7,60.0,40.0,10,1538.3,1450.0,1
90.36363636363636,54.54545454545455,45.45454545454545,11,1551.909090909091,1513.3636363636365,1
-32.416666666666664,50.0,50.0,12,1606.8333333333333,1572.75,1
69.48717948717949,56.41025641025641,43.58974358974359,39,1570.974358974359,1589.7435897435898,1
14.909090909090908,54.54545454545455,45.45454545454545,11,1584.8181818181818,1575.909090909091,1
